Jour;Catégorie client;Puissance moyenne journalière (W)
2023-08-20;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);163989144.0
2023-08-20;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11518932547.0
2023-09-04;Puissance moyenne journalière de la production profilée totale (W);437455538.0
2023-09-04;Puissance moyenne journalière de la production cogénération totale (W);40531174.0
2023-09-14;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3114834.0
2023-09-14;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);143615184.0
2023-09-14;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10116802954.0
2023-09-14;Puissance moyenne journalière de la production totale (W);4715076693.0
2023-09-19;Puissance moyenne journalière de la consommation totale (W);31463573167.0
2023-09-19;Puissance moyenne journalière de la consommation télérelevée HTA (W);13027347698.0
2023-09-19;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3604937082.0
2023-09-19;Puissance moyenne journalière de la production autres profilée (W);1280356.0
2023-09-23;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);3618532998.0
2023-09-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);164873936.0
2023-09-23;Puissance moyenne journalière de la consommation profilée HTA (W);4052363.0
2023-09-23;Puissance moyenne journalière de la production profilée totale (W);344687921.0
2023-10-04;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);11889414.0
2023-10-04;Puissance moyenne journalière de la production autres profilée (W);1326585.0
2023-10-11;Puissance moyenne journalière de la consommation totale HTA (W);12951513735.0
2023-10-11;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10375149357.0
2023-10-11;Puissance moyenne journalière de la production totale (W);6747493043.0
2023-10-12;Puissance moyenne journalière de la consommation totale HTA (W);13043290312.0
2023-10-12;Puissance moyenne journalière de la consommation profilée HTA (W);3861017.0
2023-10-25;Puissance moyenne journalière de la consommation totale (W);34797566625.0
2023-10-25;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);12224850.0
2023-10-25;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4007123930.0
2023-12-01;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);6160490645.0
2023-12-01;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);23072313349.0
2023-12-01;Puissance moyenne journalière de la production totale (W);6381211680.0
2023-12-07;Puissance moyenne journalière de la consommation totale HTA (W);14100237677.0
2023-12-07;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);25153904018.0
2023-12-21;Puissance moyenne journalière de la consommation totale HTA (W);12622312726.0
2023-12-21;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);21723802121.0
2023-12-21;Puissance moyenne journalière de la production totale (W);17179989145.0
2023-12-21;Puissance moyenne journalière de la production télérelevée totale (W);17139344596.0
2023-12-21;Puissance moyenne journalière de la production hydraulique profilée (W);1738620.0
2023-12-31;Puissance moyenne journalière de la consommation totale (W);38566717013.0
2023-12-31;Puissance moyenne journalière de la consommation totale HTA (W);7859444930.0
2023-12-31;Puissance moyenne journalière de la production profilée totale (W);60399656.0
2024-01-14;Puissance moyenne journalière de la production totale (W);4555759070.0
2024-01-14;Puissance moyenne journalière de la production télérelevée totale (W);4484772079.0
2024-01-14;Puissance moyenne journalière de la production profilée totale (W);70986991.0
2024-01-15;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);513495660.0
2024-01-16;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);6998251713.0
2024-01-16;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);18984295.0
2024-01-18;Puissance moyenne journalière de la consommation totale (W);52152501381.0
2024-01-18;Puissance moyenne journalière de la consommation télérelevée HTA (W);13956365672.0
2024-01-18;Puissance moyenne journalière de la production totale (W);8637980769.0
2024-01-20;Puissance moyenne journalière de la consommation totale (W);55337199794.0
2024-01-20;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);16053170.0
2024-01-20;Puissance moyenne journalière de la production autres totale (W);1639223479.0
2024-01-23;Puissance moyenne journalière de la consommation totale (W);47970121478.0
2024-01-23;Puissance moyenne journalière de la consommation profilée HTA (W);5037487.0
2024-02-12;Puissance moyenne journalière de la consommation télérelevée HTA (W);12940789395.0
2024-02-12;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);5129839.0
2024-02-12;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5042303357.0
2024-02-12;Puissance moyenne journalière de la production profilée totale (W);155667223.0
2024-02-12;Puissance moyenne journalière de la production autres totale (W);1519779568.0
2024-02-22;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4941164748.0
2024-02-22;Puissance moyenne journalière de la production totale (W);16340297556.0
2024-04-01;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);3957421214.0
2024-04-01;Puissance moyenne journalière de la production autres totale (W);1584129691.0
2024-04-06;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);228334928.0
2024-04-06;Puissance moyenne journalière de la consommation profilée HTA (W);2522696.0
2024-04-06;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);7695197.0
2024-04-20;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3849778639.0
2024-04-20;Puissance moyenne journalière de la production télérelevée totale (W);10007903800.0
2024-05-06;Puissance moyenne journalière de la production cogénération profilée (W);47052.0
2024-05-09;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3205763137.0
2024-06-01;Puissance moyenne journalière de la consommation télérelevée HTA (W);9018757542.0
2024-06-01;Puissance moyenne journalière de la consommation profilée HTA (W);2633668.0
2024-06-13;Puissance moyenne journalière de la consommation totale (W);31371954184.0
2024-06-13;Puissance moyenne journalière de la consommation totale HTA (W);12584721374.0
2024-06-13;Puissance moyenne journalière de la production télérelevée totale (W);7674760745.0
2024-06-13;Puissance moyenne journalière de la production cogénération profilée (W);19487.0
2024-06-13;Puissance moyenne journalière de la production autres profilée (W);1505531.0
2024-06-19;Puissance moyenne journalière de la consommation profilée HTA (W);3473090.0
2024-06-19;Puissance moyenne journalière de la production totale (W);7814823040.0
2024-06-19;Puissance moyenne journalière de la production télérelevée totale (W);7409612537.0
2024-06-19;Puissance moyenne journalière de la production hydraulique profilée (W);1514945.0
2024-06-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3308248223.0
2024-06-26;Puissance moyenne journalière de la consommation totale HTA (W);13484344828.0
2024-07-05;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4566796117.0
2024-07-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10429570366.0
2024-07-05;Puissance moyenne journalière de la production totale (W);8819537834.0
2024-07-16;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4651421648.0
2024-07-16;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);165606939.0
2024-07-16;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3599863669.0
2024-07-16;Puissance moyenne journalière de la production cogénération profilée (W);37508.0
2024-07-18;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4925062304.0
2024-07-24;Puissance moyenne journalière de la consommation télérelevée HTA (W);13090311430.0
2024-07-24;Puissance moyenne journalière de la consommation profilée HTA (W);50846928.0
2024-07-24;Puissance moyenne journalière de la production profilée totale (W);588224222.0
2024-07-24;Puissance moyenne journalière de la production cogénération totale (W);26532127.0
2024-07-24;Puissance moyenne journalière de la production autres totale (W);1308889344.0
2024-08-02;Puissance moyenne journalière de la production cogénération totale (W);24032079.0
2024-08-02;Puissance moyenne journalière de la production autres totale (W);1231928631.0
2024-08-22;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);161847153.0
2024-08-22;Puissance moyenne journalière de la production cogénération totale (W);24142330.0
2024-09-05;Puissance moyenne journalière de la consommation profilée HTA (W);32254042.0
2024-09-05;Puissance moyenne journalière de la production profilée totale (W);297898053.0
2024-09-05;Puissance moyenne journalière de la production hydraulique profilée (W);976361.0
2024-09-12;Puissance moyenne journalière de la production télérelevée totale (W);7262159090.0
2024-10-06;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);237022201.0
2024-10-06;Puissance moyenne journalière de la production cogénération profilée (W);33631.0
2024-10-08;Puissance moyenne journalière de la consommation totale (W);33425668143.0
2024-10-08;Puissance moyenne journalière de la consommation télérelevée HTA (W);12749335385.0
2024-10-08;Puissance moyenne journalière de la consommation profilée HTA (W);22238165.0
2024-10-08;Puissance moyenne journalière de la production profilée totale (W);276415363.0
2024-10-19;Puissance moyenne journalière de la consommation totale (W);29497274316.0
